id,turn,money,won,loss,ties,res
5,22,20,3,3,16,"['y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y']"
6,22,17,2,4,16,"['y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y']"
7,22,22,6,5,11,"['n', 'y', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n']"
0,23,18,6,5,12,"['y', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y']"
1,23,21,5,2,16,"['n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n']"
2,23,18,4,3,16,"['y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y']"
3,23,16,5,7,11,"['y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
4,23,19,4,5,14,"['n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n']"
5,23,18,3,3,17,"['y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y', 'y']"
6,23,16,2,4,17,"['y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n']"
7,23,19,6,6,11,"['n', 'y', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y']"
0,24,17,6,5,13,"['y', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n']"
1,24,20,5,2,17,"['n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n']"
2,24,17,4,3,17,"['y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n']"
3,24,15,5,7,12,"['y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n']"
4,24,17,4,5,15,"['n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y']"
5,24,17,3,3,18,"['y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n']"
6,24,15,2,4,18,"['y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n']"
7,24,17,6,6,12,"['n', 'y', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y', 'y']"
0,25,15,6,5,14,"['y', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y']"
1,25,18,5,2,18,"['n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'y']"
2,25,16,4,3,18,"['y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n']"
3,25,14,5,7,13,"['y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n']"
4,25,16,4,5,16,"['n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'n']"
5,25,16,3,3,19,"['y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n', 'n']"
6,25,14,2,4,19,"['y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n']"
7,25,16,6,6,13,"['n', 'y', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n']"
0,26,13,6,5,15,"['y', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y']"
1,26,18,6,2,18,"['n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n']"
2,26,14,4,3,19,"['y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y']"
3,26,13,5,7,14,"['y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
4,26,15,4,5,17,"['n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'n', 'n']"
