id,turn,money,won,loss,ties,res
6,10,38,1,1,8,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
7,10,36,3,3,4,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n']"
0,11,32,1,3,7,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y']"
1,11,35,3,2,6,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n']"
2,11,36,2,2,7,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n']"
3,11,37,3,1,7,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n']"
4,11,34,1,2,8,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n']"
5,11,37,2,1,8,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n']"
6,11,36,1,1,9,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y']"
7,11,33,3,4,4,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y']"
0,12,32,2,3,7,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n']"
1,12,32,3,3,6,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y']"
2,12,36,3,2,7,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
3,12,36,3,1,8,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n']"
4,12,33,1,2,9,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n']"
5,12,36,2,1,9,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n']"
6,12,35,1,1,10,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n']"
7,12,30,3,5,4,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y']"
0,13,31,2,3,8,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n']"
1,13,31,3,3,7,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n']"
2,13,33,3,3,7,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y']"
3,13,33,3,2,8,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y']"
4,13,32,1,2,10,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n']"
5,13,35,2,1,10,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n']"
6,13,35,2,1,10,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n']"
7,13,30,4,5,4,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n']"
0,14,28,2,4,8,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y']"
1,14,31,4,3,7,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n']"
2,14,30,3,4,7,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y']"
3,14,32,3,2,9,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n']"
4,14,31,1,2,11,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
5,14,34,2,1,11,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
6,14,34,2,1,11,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n']"
7,14,30,5,5,4,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n']"
0,15,27,2,4,9,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n']"
1,15,30,4,3,8,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n']"
2,15,28,3,4,8,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y']"
3,15,29,3,3,9,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y']"
4,15,29,1,2,12,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y']"
5,15,34,3,1,11,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n']"
6,15,33,2,1,12,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n']"
7,15,29,5,5,5,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n']"
0,16,24,2,5,9,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y']"
1,16,27,4,4,8,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y']"
2,16,26,3,4,9,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y']"
3,16,27,3,3,10,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y']"
4,16,29,2,2,12,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n']"
5,16,32,3,1,12,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y']"
6,16,33,3,1,12,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n']"
7,16,27,5,5,6,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y']"
0,17,21,2,6,9,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y']"
1,17,27,5,4,8,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n']"
2,17,25,3,4,10,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n']"
3,17,26,3,3,11,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n']"
4,17,26,2,3,12,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y']"
5,17,32,4,1,12,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n']"
6,17,33,4,1,12,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n']"
7,17,24,5,6,6,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y']"
0,18,19,2,6,10,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y']"
1,18,24,5,5,8,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y']"
2,18,24,3,4,11,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n']"
3,18,25,3,3,12,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n']"
4,18,25,2,3,13,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n']"
5,18,32,5,1,12,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n']"
6,18,31,4,1,13,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y']"
7,18,23,5,6,7,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n']"
0,19,18,2,6,11,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n']"
1,19,23,5,5,9,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n']"
2,19,24,4,4,11,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n']"
3,19,24,3,3,13,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n']"
4,19,22,2,4,13,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y']"
5,19,29,5,2,12,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y']"
6,19,31,5,1,13,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n']"
7,19,22,5,6,8,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n']"
0,20,17,2,6,12,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n']"
1,20,22,5,5,10,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n']"
2,20,21,4,5,11,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y']"
3,20,24,4,3,13,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n']"
4,20,21,2,4,14,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n']"
5,20,28,5,2,13,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n']"
6,20,29,5,1,14,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y']"
7,20,20,5,6,9,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y']"
0,21,15,2,6,13,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y']"
1,21,22,6,5,10,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n']"
2,21,18,4,6,11,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y']"
3,21,22,4,3,14,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y']"
4,21,20,2,4,15,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n']"
5,21,26,5,2,14,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'y']"
6,21,27,5,1,15,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y']"
7,21,19,5,6,10,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y', 'n']"
0,22,12,2,7,13,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'y']"
1,22,20,6,5,11,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y']"
2,22,17,4,6,12,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n']"
3,22,22,5,3,14,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n']"
4,22,20,3,4,15,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n']"
5,22,25,5,2,15,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n']"
6,22,25,5,1,16,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y']"
7,22,16,5,7,10,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'y']"
0,23,11,2,7,14,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'n']"
1,23,17,6,6,11,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y']"
2,23,14,4,7,12,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y']"
3,23,20,5,3,15,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y']"
4,23,18,3,4,16,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y']"
5,23,24,5,2,16,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n']"
6,23,25,6,1,16,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n']"
7,23,16,6,7,10,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n']"
0,24,10,2,7,15,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'n', 'n']"
1,24,15,6,6,12,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'y']"
2,24,12,4,7,13,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'y']"
3,24,19,5,3,16,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n']"
4,24,16,3,4,17,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y']"
5,24,21,5,3,16,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y']"
6,24,23,6,1,17,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y']"
7,24,16,7,7,10,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n']"
0,25,9,2,7,16,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'n', 'n', 'n']"
1,25,12,6,7,12,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'y', 'y']"
2,25,10,4,7,14,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'y', 'y']"
3,25,16,5,4,16,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y']"
4,25,16,4,4,17,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n']"
5,25,21,6,3,16,"['n', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'y', 'n']"
6,25,21,6,1,18,"['y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'y', 'y']"
7,25,15,7,7,11,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n']"
0,26,9,3,7,16,"['y', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'n', 'n', 'n', 'n']"
1,26,11,6,7,13,"['y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n']"
2,26,7,4,8,14,"['y', 'n', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'y', 'y', 'y', 'y']"
3,26,15,5,4,17,"['n', 'y', 'n', 'y', 'n', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n']"
4,26,15,4,4,18,"['y', 'y', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'y', 'n', 'n']"
